keywords,len
drones,1
PV plant monitoring,3
sensor systems,2
FAULTDETECTION,1
PHOTOVOLTAIC MODULES,2
PVMODULES,1
DIAGNOSIS,1
CLASSIFICATION,1
IDENTIFICATION,1
INSTALLATIONS,1
FLUORESCENCE,1
CHALLENGES,1
PROTECTION,1
Ahmad Faris alShidyaq,3
Covenants of the Prophet Muhammad,5
Muawiyah,1
Ali ibn Abi Talib,4
Rashid Dahdah,2
Ibrahim Mohamed Zein,3
Ahmed ElWakil,2
Jeanne Aubert,2
William Scawen Blunt,3
Chronicle of Seert,3
Treaty of Najran,3
religious pluralism,2
John Rylands Library,3
,1
Qualitative research,2
Magnesium alloy,2
Experimental research,2
Aircraft brackets,2
Threeslide forging press,3
TECHNOLOGY,1
insecticide discovery,2
natural products,2
crop protection compounds,3
agrochemical industry,2
competitorinspired,1
firstinclass,1
NATURALPRODUCTS,1
BIOLOGICALACTIVITY,1
ACARICIDE,1
GENERATION,1
DESIGN,1
PYRETHROIDS,1
PIPELINE,1
ANALOGS,1
TRENDS,1
MIMICS,1
competitive advantage,2
global value chains,3
intangible assets,2
multinational enterprises,2
rents,1
INNOVATION,1
INVESTMENT,1
ECONOMY,1
GROWTH,1
JAPAN,1
TRADE,1
RISE,1
SIRT,1
gallbladder radiation,2
vascular anatomy,2
hepatic artery,2
cystic artery,2
extrahepatic leaking,2
RESIN MICROSPHERES,2
RADIOEMBOLIZATION,1
EMBOLIZATION,1
THERAPY,1
COILING,1
,1
ATPBINDING SITE,2
CATALYTIC SUBUNIT,2
CRYSTALSTRUCTURE,1
TYROSINE KINASE,2
STRUCTURAL BASIS,2
INVIVO,1
POTENT INHIBITOR,2
SELECTIVE INHIBITOR,2
PEPTIDE INHIBITOR,2
COMPLEX REVEALS,2
Government procurement,2
Pharmaceutical markets,2
Developing economy,2
Consumer welfare,2
Targeting,1
PATENT PROTECTION,2
FIELD EXPERIMENT,2
HEALTHSERVICES,1
MARKET,1
ENTRY,1
PHARMACEUTICALS,1
DEMAND,1
INCOME,1
COMPETITION,1
COUNTRIES,1
brain,1
caffeine,1
cytokines,1
ibuprofen,1
intermittent hypoxia,2
myelination,1
neuroinflammation,1
nonsteroidal antiinflammatory drugs,3
PATENT DUCTUSARTERIOSUS,2
WHITEMATTER,1
BRAININJURY,1
DEVELOPMENTALDISABILITY,1
KETOROLAC TROMETHAMINE,2
CEREBRALISCHEMIA,1
PREMATUREINFANTS,1
DAMAGE,1
OXYGEN,1
VULNERABILITY,1
Antiinflammatory,1
aspirin,1
drug delivery,2
gastroprotection,1
kinetics of release,3
lipids,1
micromerics,1
ulcersgugu,1
INVITRO,1
ORAL BIOAVAILABILITY,2
VIVO,1
DRUGS,1
RELEASE,1
INDOMETHACIN,1
FORMULATIONS,1
GENTAMICIN,1
PREVENTION,1
MECHANISM,1
alternative dispute resolution,3
cyberspace,1
intellectual property,2
arbitration,1
,1
Digital technology innovation,3
ESG,1
Substantive innovation,2
Symbolic innovation,2
SOCIALRESPONSIBILITY,1
INFORMATION,1
IMPACT,1
SYSTEMS,1
,1
SILVER NANOPARTICLES,2
WATERUPTAKE,1
GERMINATION,1
SULFIDATION,1
MECHANISM,1
TOXICITY,1
IMPACT,1
,1
INTELLECTUAL PROPERTY,2
COPYRIGHT PROTECTION,2
FAIRUSE,1
INDEPENDENT INVENTION,2
PATENT,1
LAW,1
ECONOMICS,1
INNOVATION,1
DEFENSE,1
IP,1
aquaphotomics,1
food coatings,2
NIR spectroscopy,2
cheese ripening,2
winter melon storage,3
NEARINFRARED SPECTROSCOPY,2
WATER SPECTRAL PATTERN,3
spinal cord protection,3
aortic surgery,2
intercostal artery reconstruction,3
patency,1
AORTICSURGERY,1
BLOODFLOW,1
IMMEDIATE,1
,1
,1
Drug policy,2
developing countries,2
economic evaluation,2
effectiveness,1
essential drugs,2
evidencebased policy,2
health systems research,3
HIV,1
multivariate analysis,2
INCOME COUNTRIES,2
PROCUREMENT,1
MEDICINES,1
Market launch planning,3
New product introduction,3
Twostage stochastic programming,3
Regulatory affairs,2
DIFFUSION,1
DRUGS,1
DEMAND,1
Seed laws,2
statesociety relations,2
Venezuela,1
food sovereignty,2
bottomup policymaking,2
PERSPECTIVES,1
HISTORY,1
BRAZIL,1
Digital systems,2
Green products,2
Environmental monitoring,2
Costs,1
Electric vehicles,2
Carbon dioxide,2
Research and development,3
Digital development,2
green innovation network,3
green innovation performance,3
new energy vehicles,3
,1
Pudilan Xiaoyan Oral Liquid,4
Metabolomics,1
Network pharmacology,2
LPSinduced lung injury,3
Protective mechanism,2
LCMS,1
SYSTEMS BIOLOGY,2
AMINOACIDS,1
IL4I1,1
INFLAMMATION,1
NMR,1
,1
HEALTHCARE PROFESSIONALS,2
SPECIALISTS,1
PERCEPTION,1
KNOWLEDGE,1
ATTITUDES,1
AWARENESS,1
bioprospection,1
CaLB,1
protein,1
functional characterization,2
CANDIDAANTARCTICA,1
PICHIAPASTORIS,1
BIODIESEL PRODUCTION,2
SEQUENCE ALIGNMENT,2
EXPRESSION,1
OPTIMIZATION,1
TEMPERATURE,1
scientometric analysis,2
egg yolk immunoglobulin IgY,4
IgY technology,2
poultry,1
EGGYOLK ANTIBODIES,2
PASSIVEIMMUNIZATION,1
CHICKEN,1
HEN,1
PROTECTION,1
Trypanosomosis,1
Probiotics,1
Parasitemia,1
Immune response,2
Nitric oxide,2
Hematobiochemical,1
LACTOBACILLUSCASEI,1
OXIDATIVE STRESS,2
IMMUNERESPONSE,1
BABESIAMICROTI,1
SUPPLEMENTATION,1
INFLAMMATION,1
CHEMOTHERAPY,1
MODULATION,1
PROTECTION,1
LEADS,1
Corporate Governance,2
Cash Holding,2
Multinational Corporations,2
Foreign Subsidiary Boards,3
RESEARCHANDDEVELOPMENT,1
FIRMS HOLD,2
KNOWLEDGE FLOWS,2
AGENCY THEORY,2
GOVERNANCE,1
PERFORMANCE,1
OWNERSHIP,1
LIQUIDITY,1
POLICY,1
COSTS,1
Anemia,1
kidney disease,2
Biosimilar Pharmaceuticals,2
nephrology,1
Cost Savings,2
Drugs,1
Generic,1
EPO protein,2
human,1
erythropoietin,1
Research,1
,1
T cell,2
costimulation,1
CD8 activation,2
vein graft disease,3
vein graft failure,3
TCRT cell receptor,3
costimulatary pathway,2
SMOOTHMUSCLECELLS,1
IFNGAMMA,1
INTERFERONGAMMA,1
INVIVO,1
MEMORY,1
ATHEROSCLEROSIS,1
IMMUNITY,1
ACTIVATION,1
IL12,1
STIMULATION,1
,1
,1
Sex selection,2
Dairy goats,2
Nano monoclonal antibody,3
In vitro fertilization,3
SEXED SEMEN,2
acetylcholinesterase inhibitors,2
neuroprotection,1
organophosphate,1
oxime reactivators,2
sarin surrogate,2
,1
Replicator dynamics,2
Game theory,2
Neural dynamic,2
Load balancing,2
Datadriven control,2
Structural control,2
CONTROL STRATEGIES,2
MASS DAMPERS,2
SYSTEMS,1
PERFORMANCE,1
BUILDINGS,1
DESIGN,1
cell therapy,2
human adipose mesenchymal stem cells,5
HC016 cell conditioning treatment,4
rat preclinical contusion model,4
spinal cord injury,3
MESENCHYMAL STEMCELLS,2
HUMAN BONEMARROW,2
ADIPOSETISSUE,1
STROMAL CELLS,2
OXIDATIVE STRESS,2
GAIT ANALYSIS,2
MECHANISMS,1
CONTUSION,1
THERAPY,1
Journal evaluation,2
Scientometrics,1
Traditional knowledge,2
Impact,1
PLANTS,1
,1
PATENT,1
PERSPECTIVE,1
RIGHTS,1
LAW,1
Salmon lice,2
Genetic resistance,2
Atlantic salmon,2
Selective breeding,2
Policy instruments,2
Regulating gene editing,3
INFECTIOUS PANCREATIC NECROSIS,3
GENETICRESOURCES,1
AQUACULTURE,1
PROTECTION,1
ACCESS,1
CATTLE,1
GOALS,1
SALAR,1
LOUSE,1
SELECTION,1
wildlife trade,2
pangolin,1
consumption willingness,2
species conservation,2
Guangdong province,2
SOCIALINFLUENCE,1
TRADE,1
WILDLIFE,1
BEHAVIOR,1
MEDICINE,1
MARKETS,1
SCALE,1
,1
STRING SIGN,2
PSEUDOOCCLUSION,1
SURGERY TRIAL,2
STENOSIS,1
ENDARTERECTOMY,1
MANAGEMENT,1
BENEFITS,1
INTERVENTION,1
PROTECTION,1
DIAGNOSIS,1
Africa,1
differentiation,1
ECOWAS,1
food security,2
intellectual property rights IPRs,4
patents,1
plant Breeders rights,3
sustainable development,2
PLANT VARIETY PROTECTION,3
SWAKOPMUND PROTOCOL,2
PROPERTY,1
BIODIVERSITY,1
FOLKLORE,1
RIGHTS,1
ARIPO,1
LEGAL,1
excipients,1
filgrastim,1
formulation,1
NMR,1
structure,1
COLONYSTIMULATING FACTOR,2
PHDEPENDENCE,1
STABILITY,1
HISTIDINE,1
PROTEIN,1
VISUALIZATION,1
SPECTROSCOPY,1
SYSTEM,1
PienTzeHuang,1
Cytokines analysis,2
Untargeted metabonomics,2
Alcoholic liver injury,3
UHPLCQTOF,1
MS,1
Pathway analysis,2
FATTY LIVER,2
SILYMARIN,1
DISEASE,1
New accounting system,3
Corporate innovation,2
Accounting system reform,3
Corporate risktaking,2
Accounting standards,2
Quasinatural experiment,2
G32,1
M41,1
M48,1
O31,1
MANDATORY IFRS ADOPTION,3
PROPERTYRIGHTS PROTECTION,2
EARNINGS MANAGEMENT,2
RISKTAKING,1
STANDARDS,1
OWNERSHIP,1
PERFORMANCE,1
TECHNOLOGY,1
INCENTIVES,1
INVESTMENT,1
Biomass,1
Polyurethane dispersion,2
Solventfree,1
Environmentfriendly,1
Textile coating,2
PERFORMANCE,1
COATINGS,1
CASTOR,1
Type 2 diabetes mellitus,4
Endothelial dysfunction,2
Soluble endoglin,2
Reactive hyperemia index,3
INSULINRESISTANCE,1
CELL DYSFUNCTION,2
ADIPOSETISSUE,1
ATHEROSCLEROSIS,1
Bactrocera oleae,2
entomopathogenic fungi,2
persistence,1
soil,1
molecular detection,2
CERATITISCAPITATA DIPTERA,2
ULTRAVIOLET RADIATION,2
ENTOMOPATHOGENIC FUNGI,2
BEAUVERIABASSIANA,1
BIOCONTROL AGENT,2
ANISOPLIAE,1
CONIDIA,1
PROTECTION,1
QUANTIFICATION,1
MICROSCLEROTIA,1
Electron IORT,2
In vivo dosimetry with MOSFETs and EBT2,7
GAFCHROMIC films,2
Accelerated Partial Breast Irradiation,4
Quality Assurance,2
INTRAOPERATIVE RADIATIONTHERAPY,2
CONSENSUS STATEMENT,2
EBT2 FILM,2
RADIOTHERAPY,1
CANCER,1
DETECTORS,1
VERIFICATION,1
CALIBRATION,1
ASTRO,1
Thermal power measuring,3
Evacuated tube solar collector,4
Metal foam,2
Simultaneous operation,2
HEATPIPE,1
FLATPLATE,1
PERFORMANCE EVALUATION,2
SYSTEMS,1
EXCHANGERS,1
NANOFLUIDS,1
PREDICTION,1
PLATFORM,1
COOKER,1
DESIGN,1
Forging,1
Numerical simulations,2
Aircraft components,2
Threeslide forging press,3
Magnesium alloys Aircraft brackets with a triangular outline,8
,1
Type 2 diabetes mellitus,4
Endothelial dysfunction,2
Soluble endoglin,2
Reactive hyperemia index,3
INSULINRESISTANCE,1
CELL DYSFUNCTION,2
ADIPOSETISSUE,1
ATHEROSCLEROSIS,1
Malaria in pregnancy,3
low birth weight,3
rapid diagnostic test,3
malaria parasite detection,3
INTERMITTENT PREVENTIVE TREATMENT,3
MALARIA INFECTION,2
PREGNANTWOMEN,1
ANEMIA,1
PROTECTION,1
mass spectrometry,2
erythropoietin,1
darbepoetin alfa,2
biosimilar,1
LCMSMS,1
RECOMBINANT HUMAN ERYTHROPOIETINS,3
HAMSTER OVARY CELLS,3
HUMAN URINARY,2
STRUCTURALCHARACTERIZATION,1
DOPING ANALYSIS,2
GLYCOPEPTIDE,1
GENE,1
IDENTIFICATION,1
GLYCOSYLATION,1
PRODUCTS,1
,1
BOUNDED RATIONALITY,2
Choice,1
health management,2
mothers,1
underfive children,2
social workers,2
CARE,1
,1
,1
catheterization,1
transseptal,1
closure,1
ASD,1
PDA,1
PFO,1
embolic protection devices,3
stroke,1
imaging,1
intracardiac echocardiography,2
TRANSCATHETER CLOSURE,2
DECOMPRESSION ILLNESS,2
NEUROLOGICAL EVENTS,2
CRYPTOGENIC STROKE,2
METAANALYSIS,1
SAFETY,1
PREVENTION,1
RECURRENCE,1
MIGRAINE,1
Thoracoabdominal aortic repair,3
Artery of Adamkiewicz,3
Spinal cord injury,3
Computed tomography,2
SPINALCORD PROTECTION,2
PREOPERATIVE DEMONSTRATION,2
DEEP HYPOTHERMIA,2
SURGERY,1
IDENTIFICATION,1
ANGIOGRAPHY,1
STRATEGY,1
OUTCOMES,1
Maya area,2
bacterial diversity,2
bioconsolidation treatment,2
nutritional medium,2
carbonatogenic bacteria,2
tuff stone,2
plasters,1
CULTURALHERITAGE,1
BIODETERIORATION,1
BUILDINGS,1
PRECIPITATION,1
IMPROVEMENT,1
CATACOMBS,1
CALLIXTUS,1
BIOFILMS,1
CONCRETE,1
COPAN,1
,1
TISSUE EXPANDER,2
RADIOTHERAPY,1
INFECTION,1
IMPLANT,1
enoxaparin,1
thrombin generation,2
LMWH,1
biosimilars,1
antiXa activity,2
VENOUS THROMBOEMBOLISM,2
GENERIC VERSIONS,2
TISSUE FACTOR,2
HEPARINS,1
COAGULATION,1
antibodies,1
infectious diseases,2
malaria,1
T cells,2
NATURALLY ACQUIREDIMMUNITY,2
PLASMODIUMFALCIPARUM,1
IFNGAMMA,1
PROTECTION,1
INDUCTION,1
CYTOKINES,1
EXPOSURE,1
ANTIGEN,1
ADULTS,1
farmsaved seeds,2
intellectual property rights,3
plant breeders rights,3
royalty rates,2
INTELLECTUAL PROPERTYRIGHTS,2
PROTECTION,1
INCENTIVES,1
PATENTS,1
PIRACY,1
oxime,1
organophosphate,1
acetylcholinesterase inhibition,2
reactivation,1
neuroprotection,1
glial fibrillary acidic protein,4
CORTICOTROPINRELEASINGFACTOR,1
KAINIC ACID,2
SARIN,1
SEIZURE,1
PRALIDOXIME,1
RECEPTORS,1
NEURODEGENERATION,1
PROTECTION,1
EXPOSURE,1
BEHAVIOR,1
,1
SPINALCORD PROTECTION,2
REPAIR,1
COMPLICATIONS,1
ISCHEMIA,1
INJURY,1
Intellectual property,2
Invention,1
Patent,1
Public disclosure,2
Employees invention,2
Medical device,2
,1
Rock bolt,2
Hard rock,2
Corrosive ground condition,3
Bolt corrosion,2
,1
fire retardant coatings,3
degree of fire resistance,4
materials and structures,3
quality of fire retardant coatings,5
durability of fire retardant coatings,5
thermoelectroacoustic method,2
heat conductivity,2
thermal diffusivity,2
heat capacity,2
aging of fire retardant coatings,5
,1
digital economy,2
intellectual property,2
innovation,1
cloud computing,2
,1
digital economy,2
intellectual property,2
innovation,1
cloud computing,2
,1
,1
COSTEFFECTIVENESS,1
DEFINING ELEMENTS,2
RECOMMENDATIONS,1
,1
,1
Calcium silicate,2
Dentine,1
Hypersensitivity,1
Hydroxyapatite,1
Toothpaste,1
,1
Aneurysm,1
Dissecting,1
Coronary Artery Bypass,3
Coronary Artery Disease,3
Reoperation,1
DEL NIDO CARDIOPLEGIA,3
CARDIACSURGERY,1
Autophagy,1
Apoptosis,1
Pancreatic cancer,2
Akt,1
mTOR,1
NATURALPRODUCTS,1
SURVIVAL,1
Cerebral ischemiareperfusion,2
neuroprotection,1
signalling pathways,2
ISCHEMIAREPERFUSION INJURY,2
ACTIVATED PROTEINKINASE,2
KAPPAB ACTIVATION,2
SIGNALING PATHWAY,2
BRAININJURY,1
MOUSE MODEL,2
CELLDEATH,1
MAISAN,1
ARTERY OCCLUSION,2
GINSENOSIDE RB1,2
,1
,1
Suhuang antitussive capsule,3
Pulmonary dysfunction,2
Cough variant asthma,3
Endoplasmic reticulum stress,3
NLRP3,1
Inflammasome,1
CELLDEATH,1
PKR,1
HOMEOSTASIS,1
NECROSIS,1
FUSION,1
,1
ANTIHYPERTENSIVE MEDICATION USE,3
PLACEBOLIKE TOLERABILITY,2
BLOODPRESSURE CONTROL,2
ORAL RENIN INHIBITOR,3
CLINICALPRACTICE,1
REALLIFE,1
ALISKIREN,1
MANAGEMENT,1
ADULTS,1
EFFICACY,1
,1
CHRONIC MYELOGENOUS LEUKEMIA,3
EARLY MOLECULAR RESPONSE,3
FOLLOWUP,1
ECONOMICBENEFITS,1
PRICECOMPETITION,1
THERAPY,1
DASATINIB,1
INTERFERON,1
NILOTINIB,1
OUTCOMES,1
Fusion protein,2
Listeriolysin O,2
LLOPTS1,1
PST1,1
Pertussis,1
Vaccine,1
BORDETELLAPERTUSSIS,1
CONJUGATE VACCINES,2
HOUSEHOLD EXPOSURE,2
WHOLECELL,1
ANTIGEN,1
TOXIN,1
ANTIBODIES,1
IMMUNIZATION,1
PROTECTION,1
PROTEIN,1
shipbridge antistriking,2
water jet,2
ship yaw torque,3
tracks line,2
nozzle pressure,2
COMPOSITES,1
PROTECTION,1
India,1
Clinical trials,2
Contract Research Organisations,3
Pharmaceuticalisation,1
INNOVATION,1
INDUSTRY,1
MEDICALIZATION,1
INTERSECTIONS,1
TRENDS,1
RIGHTS,1
3D printing,2
additive manufacturing,2
telemedicine,1
patientcentric dosage form,3
ACCEPTABILITY,1
AGE,1
HuaFengDan,1
RNAseq,1
GCMS,1
bioinformatics,1
adaptation,1
GEO database,2
GENEEXPRESSION,1
REALGAR,1
MICE,1
PROTECTION,1
RESISTANCE,1
CINNABAR,1
BORNEOL,1
Artemisia annua L,3
Artemisinin,1
Bacterial challenge,2
Herbal immunostimulants,2
Stress,1
Oxidative stress,2
LEUKOCYTES RESPIRATORY BURST,3
MYRTLE MYRTUSCOMMUNIS,2
TOLLLIKE RECEPTORS,2
ASIAN SEABASS,2
DISEASE RESISTANCE,2
LABEOROHITA,1
DIETARY SUPPLEMENTATION,2
GROWTHPERFORMANCE,1
LEAF EXTRACT,2
ANTIOXIDANT CAPACITY,2
IP strategy,2
Sustainable manufacturing,2
Business strategy,2
,1
Intellectual property,2
Institution,1
Carbon emissions,2
National Intellectual Property Demonstration City,5
Difference in difference,3
Technology innovation,2
ECONOMICGROWTH EVIDENCE,2
TECHNOLOGICALINNOVATION,1
EMPIRICALEVIDENCE,1
CO2 EMISSIONS,2
PANELDATA,1
RIGHTS,1
PROTECTION,1
INVESTMENT,1
PATENTS,1
IMPACT,1
Conservation,1
Intellectual property rights,3
Traditional medical knowledge,3
Korea,1
Documentation,1
NORTH JEOLLA PROVINCE,3
MEDICINALPLANTS,1
Green innovation,2
Carbon emission performance,3
Green patent,2
Mediation effect,2
Heterogeneity,1
China,1
YANGTZERIVER DELTA,2
NATURALRESOURCE DEPENDENCE,2
ENVIRONMENTAL KUZNETS CURVE,3
NIGHTTIME LIGHT DATA,3
ECONOMICGROWTH,1
DIOXIDE EMISSIONS,2
TECHNOLOGICALINNOVATION,1
ENERGYCONSUMPTION,1
EMPIRICALEVIDENCE,1
URBAN AGGLOMERATION,2
Hong KongZhuhaiMacao Bridge project,4
Project control,2
Incentivization,1
INTERORGANIZATIONAL RELATIONSHIPS,2
INCENTIVE MECHANISMS,2
AGENCYTHEORY,1
PERFORMANCE,1
CONTRACTS,1
STRATEGIES,1
DYNAMICS,1
QUALITY,1
MODEL,1
Antenatal steroids,2
Continuous positive airway pressure,4
Evidencebased practice,2
Hyaline membrane disease,3
Mechanical ventilation,2
Nutrition,1
Oxygen supplementation,2
Patent ductus arteriosus,3
Preterm infant,2
Respiratory distress syndrome,3
Surfactant therapy,2
Thermoregulation,1
EXTREMELY PRETERM INFANTS,3
POSITIVE AIRWAY PRESSURE,3
INHALED NITRICOXIDE,2
BIRTHWEIGHT INFANTS,2
INVASIVE SURFACTANT THERAPY,3
RANDOMIZED CONTROLLEDTRIAL,2
OXYGENSATURATION TARGETS,2
PLACEBOCONTROLLED TRIAL,2
UMBILICALCORD MILKING,2
CHRONIC LUNGDISEASE,2
Waste cooking oil,3
Biojet fuel,2
Directional flow,2
Evolution game,2
Innovation support,2
SUPPLY CHAIN,2
DESIGN,1
ENERGY,1
Breast cancer,2
costeffectiveness,1
tamoxifen,1
aromatase inhibitors,2
MOLECULARWEIGHT HEPARIN,2
SEQUENTIAL TAMOXIFENEXEMESTANE,2
INITIAL ADJUVANT THERAPY,3
AROMATASE INHIBITORS,2
COSTUTILITY,1
VENOUS THROMBOEMBOLISM,2
UPFRONT ANASTROZOLE,2
ENDOMETRIAL CANCER,2
VEINTHROMBOSIS,1
LETROZOLE,1
parasite,1
nematode,1
filariasis,1
microfilaria,1
macrophage,1
lung,1
pleura,1
VACCINEINDUCED PROTECTION,2
MAJOR BASICPROTEIN,2
NITRICOXIDE,1
ONCHOCERCAVOLVULUS,1
MURINE FILARIASIS,2
BRUGIAMALAYI,1
INNATE RESISTANCE,2
INTERFERONGAMMA,1
TYPE2 IMMUNITY,2
TISSUEREPAIR,1
EAE,1
synthetic peptide,2
fish venom,2
TnP,1
preclinical,1
diseasemodifying therapies,2
MULTIPLESCLEROSIS,1
FINGOLIMOD,1
slope management,2
mineral weathering,2
greening,1
vegetation restoration,2
analytic hierarchy process,3
PLANTGROWTH PROMOTION,2
ENZYMEACTIVITY,1
NATIONALPARK,1
SOIL ENZYMES,2
BACTERIA,1
REVEGETATION,1
NITROGEN,1
RESTORATION,1
RHIZOSPHERE,1
MICROBES,1
generic substitution,2
biosimilars,1
pharmacist,1
followon biologics,2
automatic therapeutic substitution,3
,1
Data reducing,2
Optimization algorithms,2
Hysteretic dampers,2
Structural health monitoring,3
EXPERIMENTAL VALIDATION,2
STRUCTURAL DAMAGE,2
OPTIMIZATION,1
FREQUENCY,1
WEB,1
pig,1
soiltransmitted helminth,2
Ascaris suum,2
antigenspecific,1
adaptive immunity,2
infection,1
protection,1
Th1Th2,1
REGULATORY TCELLS,2
PROTECTIVE IMMUNITY,2
TRICHURISMURIS,1
PARASITIC HELMINTHS,2
TOXOPLASMAGONDII,1
TISSUE MIGRATION,2
HEPATICLESIONS,1
FATTENING PIGS,2
CYTOKINE,1
LUMBRICOIDES,1
Longterm controlled release,3
Microencapsulation,1
Polylacticcoglycolic acid microspheres,3
Peptide,1
CONTROLLEDRELEASE,1
PLGA MICROSPHERES,2
PROTEIN INSTABILITY,2
LEUPROLIDE ACETATE,2
POLYMER MICROBEADS,2
MICROCLIMATE PH,2
PEPTIDE,1
OCTREOTIDE,1
ACYLATION,1
ACID,1
biomass,1
manure,1
pocket,1
biogas yield,2
methane fermentation,2
methane production by fermentation,4
ANAEROBIC CODIGESTION,2
METHANE,1
MANURE,1
PRETREATMENT,1
WASTES,1
FUTURE,1
Antioxidant,1
Dopamine,1
MPTP,1
Parkinson disease,2
Traditional Chinese medicine,3
MPTP MOUSE MODEL,3
OXIDATIVE STRESS,2
MITOCHONDRIAL DYSFUNCTION,2
LIGUSTICUMCHUANXIONG,1
BRAIN,1
ACID,1
NEUROTOXICITY,1
PAEONIFLORIN,1
ACTIVATION,1
EXPRESSION,1
Anxiety or depression after PCI,5
Traditional Chinese medicine,3
Therapeutic drugs,2
Mechanism,1
XINKESHU,1
PHARMACOLOGICALACTIVITIES,1
SALVIANOLIC ACID,2
HEART,1
DISEASE,1
ISCHEMIA,1
STRESS,1
EXPRESSION,1
EXTRACT,1
INJURY,1
ESG,1
environment in ESG,3
fiscal and tax system,4
performancebased budgeting,2
DID,1
China,1
SOCIALRESPONSIBILITY,1
MATTER,1
Solar plant monitoring,3
Drones for power plant maintenance,5
IR and visible light cameras for solar plant,8
monitoring,1
PHOTOVOLTAIC SYSTEMS,2
FAULTDETECTION,1
PVMODULES,1
PLANTS,1
INSTALLATIONS,1
FLUORESCENCE,1
CHALLENGES,1
PROTECTION,1
RATES,1
POWER,1
,1
DEVELOPINGCOUNTRIES,1
SOPHISTICATION,1
EXPORTS,1
MEDIATION,1
SECTOR,1
IMPACT,1
,1
CARD MERCHANT RESTRAINTS,3
2SIDED MARKETS,2
COMPETITION,1
PRICELESS,1
COSTS,1
,1
INSECTICIDETREATED NETS,2
BED NETS,2
COUNTRIES,1
atherosclerosis,1
Guanxinning tablet,2
molecular docking analysis,3
network pharmacology,2
potential target,2
EPIDERMALGROWTHFACTOR,1
NFKAPPAB,1
ENDOTHELIAL DYSFUNCTION,2
OXIDIZED PHOSPHOLIPIDS,2
TRANSCRIPTION FACTOR,2
NITRICOXIDE,1
ACTIVATION,1
P53,1
INFLAMMATION,1
CYTOSCAPE,1
collateral network nearinfrared spectroscopy,4
minimally invasive segmental artery coil and plug embolization,8
spinal cord protection,3
thoracoabdominal aortic aneurysm repair,4
AORTICANEURYSM REPAIR,2
SPINALCORD ISCHEMIA,2
COIL EMBOLIZATION,2
REIMPLANTATION,1
PARAPLEGIA,1
INJURY,1
FLOW,1
Decision support,2
Laboratory information system,3
Telemedicine,1
First order predicates,3
ELECTRONIC HEALTH RECORDS,3
SUPPORTSYSTEM,1
PERSONALIZED MEDICINE,2
EMERGENCYDEPARTMENT,1
LABORATORY TESTS,2
CLINICALTRIAL,1
IMPLEMENTATION,1
INFORMATION,1
MANAGEMENT,1
KNOWLEDGE,1
schizophrenia,1
ethics,1
medical,1
mild encephalitis,2
stigmatization,1
compulsory treatment,2
autoimmune,1
encephalitis,1
MAJOR MENTALDISORDERS,2
AUTOIMMUNEDISEASES,1
RECEPTOR ANTIBODIES,2
PSYCHOTIC DISORDERS,2
BIPOLAR DISORDER,2
INFLAMMATION,1
ILLNESS,1
PREVENTION,1
IMMUNE,1
PREVALENCE,1
,1
GLOSSINAMORSITANSMORSITANS,1
PREFERRED BUFFALO,2
CATTLE,1
FLY,1
SEMIOCHEMICALS,1
TRYPANOSOMOSIS,1
INSECTICIDE,1
PALLIDIPES,1
EFFICACY,1
NUISANCE,1
HuoXiangZhengQi oral liquid,3
Characteristic chromatograms,2
Selective ion monitoring,3
Authentication,1
Quality evaluation,2
COLLISION CROSSSECTION,2
HIGHRESOLUTION,1
PATENT MEDICINES,2
MASS,1
IDENTIFICATION,1
MARKERS,1
FINGERPRINT,1
RADIX,1
Clinical trials,2
Cardiovascular,1
Drug development,2
Personalized medicine,2
New therapies,2
Health technology assessment,3
Cardiovascular disease burden,3
CORONARYHEARTDISEASE,1
HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,3
SUBTILISINKEXIN TYPE 9,3
ASSOCIATION TASKFORCE,2
CREACTIVE PROTEIN,2
KEY DATA ELEMENTS,3
MONOCLONALANTIBODY,1
DOUBLEBLIND,1
ATRIALFIBRILLATION,1
HIGHRISK,1
trade and health,3
health policy,2
European Union,2
United States,2
LIBERALIZATION,1
POLICY,1
TIME,1
Fluid flow,2
Catalytic converter,2
Thermal,1
CFD,1
Experimental,1
MONOLITH CATALYSTS,2
HEATTRANSFER,1
MASS,1
SIMULATION,1
Promotion and application of green technology,6
Regional carbon reduction,3
Nonlinear regulation,2
Space overflow,2
The learning by doing effect,5
ENVIRONMENTALREGULATION,1
ENERGY,1
INNOVATION,1
DIFFUSION,1
POLICIES,1
INVESTMENT,1
Trade and investment agreements RTAs,5
Trade policy,2
Foreign investment policy,3
Diets,1
Tobacco,1
Noncommunicable diseases,2
Health outcomes,2
Systematic review,2
Cocitation analysis,2
INTERNATIONALTRADE,1
NUTRITION TRANSITION,2
PUBLICHEALTH,1
GLOBALIZATION,1
LIBERALIZATION,1
PREVENTION,1
DISEASE,1
OBESITY,1
GROWTH,1
DIET,1
Yinma Jiedu Granule,3
Lipopolysaccharide,1
Acute lung injury,3
Inflammation,1
Oxidative stress,2
JAK2STAT1 signaling pathway,3
NFKAPPAB,1
EPIDEMIOLOGY,1
LACTATE,1
Design,1
Selective laser sintering,3
Mechanical properties of materials,4
Honeycomb materials,2
Negative stiffness,2
,1
Gallic acid,2
Antioxidants,1
Gastric ulcer,2
Nrf2HO1,1
